timestamp,emotion,confidence,anger_level,alert_active
2026-05-17 21:27:16,happy,59,0,False
2026-05-17 21:27:19,neutral,55,0,False
2026-05-17 21:27:21,neutral,50,0,False
2026-05-17 21:27:23,neutral,89,0,False
2026-05-17 21:27:25,neutral,73,0,False
2026-05-17 21:27:27,neutral,43,0,False
2026-05-17 21:27:29,neutral,99,0,False
2026-05-17 21:27:31,neutral,42,0,False
2026-05-17 21:27:33,sad,99,0,False
2026-05-17 21:27:35,happy,99,0,False
2026-05-17 21:27:37,happy,99,0,False
2026-05-17 21:27:39,happy,90,0,False
2026-05-17 21:27:41,happy,98,0,False
2026-05-17 21:27:43,happy,96,0,False
2026-05-17 21:27:45,angry,82,2,False
2026-05-17 21:27:47,angry,51,4,True
2026-05-17 21:27:49,angry,95,6,True
2026-05-17 21:27:51,fear,83,7,False
2026-05-17 21:27:53,fear,30,7,False
2026-05-17 21:27:55,happy,99,5,False
2026-05-17 21:27:57,happy,58,3,False
2026-05-17 21:27:59,happy,52,1,False
2026-05-17 21:28:01,happy,97,0,False
2026-05-17 21:28:03,happy,83,0,False
2026-05-17 21:28:05,angry,99,2,False
2026-05-17 21:28:07,angry,99,4,True
2026-05-17 21:28:09,angry,86,6,True
2026-05-17 21:28:11,angry,83,8,False
2026-05-17 21:28:13,angry,92,10,False
2026-05-17 21:28:15,angry,65,10,False
2026-05-17 21:28:17,angry,64,10,True
2026-05-17 21:28:19,sad,75,9,True
2026-05-17 21:28:21,neutral,98,8,False
2026-05-17 21:28:23,neutral,52,7,False
2026-05-17 21:28:25,neutral,85,6,False
2026-05-17 21:28:27,neutral,41,5,True
2026-05-17 21:28:29,happy,91,3,False
2026-05-17 21:28:31,neutral,80,2,False
2026-05-17 21:28:33,neutral,82,1,False
2026-05-17 21:28:36,neutral,66,0,False
2026-05-17 21:28:38,neutral,98,0,False
2026-05-17 21:28:40,neutral,95,0,False
2026-05-17 21:36:00,happy,55,0,False
2026-05-17 21:36:04,sad,99,0,False
2026-05-17 21:36:06,sad,72,0,False
2026-05-17 21:36:08,sad,99,0,False
2026-05-17 21:36:11,sad,92,0,False
2026-05-17 21:36:13,sad,99,0,False
2026-05-17 21:36:15,sad,88,0,False
2026-05-17 21:36:17,neutral,60,0,False
2026-05-17 21:36:19,neutral,83,0,False
2026-05-17 21:36:21,neutral,99,0,False
2026-05-17 21:36:23,happy,74,0,False
2026-05-17 21:36:25,happy,51,0,False
2026-05-17 21:36:27,happy,99,0,False
2026-05-17 21:46:28,happy,97,0,0,False,False
2026-05-17 21:46:31,happy,96,0,0,False,False
2026-05-17 21:46:34,happy,72,0,0,False,False
2026-05-17 21:46:37,happy,96,0,0,False,False
2026-05-17 21:46:41,fear,99,1,0,False,False
2026-05-17 21:46:44,happy,90,0,0,False,False
2026-05-17 21:46:47,fear,90,1,0,False,False
2026-05-17 21:46:50,fear,98,2,0,False,False
2026-05-17 21:46:53,fear,48,3,0,False,False
2026-05-17 21:46:56,happy,93,1,0,False,False
2026-05-17 21:46:59,fear,96,2,0,False,False
2026-05-17 21:47:02,neutral,51,1,0,False,False
2026-05-17 21:47:05,neutral,52,0,0,False,False
2026-05-17 21:47:08,neutral,34,0,0,False,False
2026-05-17 21:47:11,neutral,57,0,0,False,False
2026-05-17 21:47:14,neutral,98,0,0,False,False
2026-05-17 22:02:48,happy,32,0,0,False
2026-05-17 22:02:50,neutral,83,0,0,False
2026-05-17 22:02:54,neutral,94,0,0,False
2026-05-17 22:02:56,neutral,51,0,0,False
2026-05-17 22:03:00,neutral,99,0,0,False
2026-05-17 22:03:03,neutral,99,0,0,False
2026-05-17 22:03:06,happy,99,0,0,False
2026-05-17 22:03:09,happy,99,0,0,False
2026-05-17 22:03:12,happy,99,0,0,False
2026-05-17 22:03:15,angry,99,2,0,False
2026-05-17 22:03:18,angry,99,4,0,False
2026-05-17 22:03:21,angry,99,6,0,False
2026-05-17 22:03:24,angry,99,8,0,False
2026-05-17 22:03:27,angry,99,10,0,False
2026-05-17 22:03:30,angry,97,10,0,False
2026-05-17 22:03:33,angry,67,10,0,False
2026-05-17 22:08:22,happy,99,0,0,False
2026-05-17 22:08:24,happy,96,0,0,False
2026-05-17 22:08:28,happy,54,0,0,False
2026-05-17 22:08:31,happy,81,0,0,False
2026-05-17 22:08:34,neutral,95,0,0,False
2026-05-17 22:08:37,happy,99,0,0,False
2026-05-17 22:08:40,neutral,90,0,0,False
2026-05-17 22:08:43,neutral,55,0,0,False
2026-05-17 22:08:46,neutral,98,0,0,False
2026-05-17 22:08:49,happy,99,0,0,False
2026-05-17 22:08:52,neutral,99,0,0,False
2026-05-17 22:08:55,neutral,98,0,0,False
2026-05-17 22:08:58,happy,75,0,0,False
2026-05-17 22:09:01,happy,98,0,0,False
2026-05-17 22:09:04,happy,92,0,0,False
2026-05-17 22:09:07,happy,72,0,0,False
2026-05-17 22:09:11,happy,86,0,0,False
2026-05-17 22:09:14,happy,97,0,0,False
2026-05-17 22:09:17,happy,99,0,0,False
2026-05-17 22:09:20,happy,99,0,0,False
2026-05-17 22:09:23,happy,93,0,0,False
2026-05-17 22:09:26,happy,99,0,0,False
2026-05-17 22:09:29,happy,99,0,0,False
2026-05-17 22:09:32,angry,99,1,0,False
2026-05-17 22:09:35,angry,97,2,0,False
2026-05-17 22:09:38,angry,99,3,0,False
2026-05-17 22:09:41,angry,98,4,0,False
2026-05-17 22:09:44,angry,96,5,0,False
2026-05-17 22:09:47,angry,97,6,0,False
2026-05-17 22:09:50,angry,98,7,0,False
2026-05-17 22:09:53,angry,96,8,0,False
2026-05-17 22:09:56,angry,96,9,0,False
2026-05-17 22:10:00,angry,68,10,0,False
2026-05-17 22:10:03,angry,89,10,0,False
2026-05-17 22:10:06,angry,68,10,0,False
2026-05-17 22:10:09,angry,61,10,0,False
2026-05-17 22:10:12,fear,96,10,0,False
2026-05-17 22:10:15,fear,99,10,0,False
2026-05-17 22:10:18,happy,90,8,0,False
2026-05-17 22:10:21,happy,99,6,0,False
